id,name,code,state_id:id
district_cr_013,Pa Daet,CR-5713,base.state_th_011
district_cr_014,Wiang Chiang Rung,CR-5714,base.state_th_011
district_cr_015,Wiang Chai,CR-5715,base.state_th_011
district_cr_016,Phaya Mengrai,CR-5716,base.state_th_011
district_cr_017,Wiang Kaen,CR-5717,base.state_th_011
district_cr_018,Khun Tan,CR-5718,base.state_th_023
district_ms_001,Mueang Mae Hong Son,MS-5801,base.state_th_023
district_ms_002,Mae Sariang,MS-5802,base.state_th_023
district_ms_003,Sop Moei,MS-5803,base.state_th_023
district_ms_004,Mae La Noi,MS-5804,base.state_th_010
district_cm_024,Kalyani Wattana,CM-5001,base.state_th_023
district_ms_005,Pai,MS-5805,base.state_th_023
district_ms_006,Khun Yuam,MS-5806,base.state_th_023
district_ms_007,Pang Mapha,MS-5807,base.state_th_030
district_ms_008,Mueang Nakhon Sawan,MS-5808,base.state_th_030
district_ms_009,Nong Bua,MS-5809,base.state_th_030
district_ms_010,Chum Saeng,MS-5810,base.state_th_030
district_ms_011,Phayuha Khiri,MS-5811,base.state_th_030
district_ms_012,Tak Li,MS-5812,base.state_th_030
district_ms_013,Mae Wong,MS-5813,base.state_th_030
district_ms_014,Mae Poen,MS-5814,base.state_th_030
district_ms_015,Lat Yao,MS-5815,base.state_th_030
district_ms_016,Chum Ta Bong,MS-5816,base.state_th_030
district_ms_017,Tha Tako,MS-5817,base.state_th_030
district_ms_018,Krok Phra,MS-5818,base.state_th_030
district_ms_019,Banphot Phisai,MS-5819,base.state_th_030
district_ms_020,Tak Fa,MS-5820,base.state_th_030
district_ms_021,Phaisali,MS-5821,base.state_th_030
district_ms_022,Kao Liao,MS-5822,base.state_th_074
district_ut_010,Mueang Uthai Thani,UT-6101,base.state_th_074
district_ut_011,Nong Chang,UT-6102,base.state_th_074
district_ut_012,Thap Than,UT-6103,base.state_th_074
district_ut_013,Nong Khayang,UT-6104,base.state_th_074
district_ut_014,Ban Rai,UT-6105,base.state_th_074
district_ut_015,Sawang Arom,UT-6106,base.state_th_074
district_ut_016,Lan Sak,UT-6107,base.state_th_074
district_ut_017,Huai Khot,UT-6108,base.state_th_015
district_kp_001,Kosamphi Nakhon,KP-6201,base.state_th_015
district_kp_002,Mueang Kamphaeng Phet,KP-6202,base.state_th_015
district_kp_003,Phran Kratai,KP-6203,base.state_th_015
district_kp_004,Pang Sila Thong,KP-6204,base.state_th_015
district_kp_005,Khlong Khlung,KP-6205,base.state_th_015
district_kp_006,Khanu Woralaksaburi,KP-6206,base.state_th_015
district_kp_007,Sai Ngam,KP-6207,base.state_th_015
district_kp_008,Lan Krabue,KP-6208,base.state_th_015
district_kp_009,Khlong Lan,KP-6209,base.state_th_015
district_kp_010,Sai Thong Watthana,KP-6210,base.state_th_015
district_kp_011,Bueng Samakkhi,KP-6211,base.state_th_069
district_tk_001,Mueang Tak,TK-6301,base.state_th_069
district_tk_002,Mae Sot,TK-6302,base.state_th_069
district_tk_003,Ban Tak,TK-6303,base.state_th_069
district_tk_004,Sam Ngao,TK-6304,base.state_th_069
district_tk_005,Mae Ramat,TK-6305,base.state_th_069
district_tk_006,Tha Song Yang,TK-6306,base.state_th_069
district_tk_007,Phop Phra,TK-6307,base.state_th_069
district_tk_008,Umphang,TK-6308,base.state_th_069
district_tk_009,Wang Chao,TK-6309,base.state_th_065
district_st_001,Mueang Sukhothai,ST-6401,base.state_th_065
district_st_002,Sawankhalok,ST-6402,base.state_th_065
district_st_003,Si Samrong,ST-6403,base.state_th_065
district_st_004,Si Satchanalai,ST-6404,base.state_th_065
district_st_005,Ban Dan Lan Hoi,ST-6405,base.state_th_065
district_st_006,Thung Saliam,ST-6406,base.state_th_065
district_st_007,Khiri Mat,ST-6407,base.state_th_065
district_st_008,Kong Krailat,ST-6408,base.state_th_065
district_st_009,Si Nakhon,ST-6409,base.state_th_045
district_pl_001,Mueang Phitsanulok,PL-6501,base.state_th_045
district_pl_002,Bang Krathum,PL-6502,base.state_th_045
district_pl_003,Nakhon Thai,PL-6503,base.state_th_045
district_pl_004,Wang Thong,PL-6504,base.state_th_045
district_pl_005,Bang Rakam,PL-6505,base.state_th_045
district_pl_006,Phrom Phiram,PL-6506,base.state_th_045
district_pl_007,Wat Bot,PL-6507,base.state_th_045
district_pl_008,Chat Trakan,PL-6508,base.state_th_045
district_pl_009,Noen Maprang,PL-6509,base.state_th_044
district_pc_001,Mueang Phichit,PC-6601,base.state_th_044
district_pc_002,Taphan Hin,PC-6602,base.state_th_044
district_pc_003,Bang Mun Nak,PC-6603,base.state_th_044
district_pc_004,Pho Thale,PC-6604,base.state_th_044
district_pc_005,Bueng Na Rang,PC-6605,base.state_th_044
district_pc_006,Sam Ngam,PC-6606,base.state_th_044
district_pc_007,Wachirabarami,PC-6607,base.state_th_044
district_pc_008,Thap Khlo,PC-6608,base.state_th_044
district_pc_009,Sak Lek,PC-6609,base.state_th_044
district_pc_010,Wang Sai Phun,PC-6610,base.state_th_044
district_pc_011,Pho Prathap Chang,PC-6611,base.state_th_044
district_pc_012,Dong Charoen,PC-6612,base.state_th_042
district_pb_008,Mueang Phetchabun,PB-6701,base.state_th_042
district_pb_009,Lom Sak,PB-6702,base.state_th_042
district_pb_010,Lom Kao,PB-6703,base.state_th_042
district_pb_011,Wichian Buri,PB-6704,base.state_th_042
district_pb_012,Nong Phai,PB-6705,base.state_th_042
district_pb_013,Chon Daen,PB-6706,base.state_th_042
district_pb_014,Bueng Sam Phan,PB-6707,base.state_th_042
district_pb_015,Si Thep,PB-6708,base.state_th_042
district_pb_016,Wang Pong,PB-6709,base.state_th_042
district_pb_017,Nam Nao,PB-6710,base.state_th_042
district_pb_018,Khao Kho,PB-6711,base.state_th_052
district_rb_001,Mueang Ratchaburi,RB-7001,base.state_th_052
district_rb_002,Ban Pong,RB-7002,base.state_th_052
district_rb_003,Photharam,RB-7003,base.state_th_052
district_rb_004,Damnoen Saduak,RB-7004,base.state_th_052
district_rb_005,Pak Tho,RB-7005,base.state_th_052
district_rb_006,Chom Bueng,RB-7006,base.state_th_052
district_rb_007,Bang Phae,RB-7007,base.state_th_052
district_rb_008,Wat Phleng,RB-7008,base.state_th_052
district_rb_009,Ban Kha,RB-7009,base.state_th_052
district_rb_010,Suan Phueng,RB-7010,base.state_th_016
district_kc_001,Tha Maka,KC-7101,base.state_th_058
district_sk_010,Ban Phaeo,SK-7401,base.state_th_016
district_kc_002,Mueang Kanchanaburi,KC-7101,base.state_th_016
district_kc_003,Tha Muang,KC-7102,base.state_th_016
district_kc_004,Phanom Thuan,KC-7103,base.state_th_016
district_kc_005,Sai Yok,KC-7104,base.state_th_016
district_kc_006,Bo Phloi,KC-7105,base.state_th_016
district_kc_007,Huai Krachao,KC-7106,base.state_th_066
district_sp_007,Song Phi Nong,SP-7201,base.state_th_066
district_sp_008,U Thong,SP-7202,base.state_th_016
district_kc_008,Thong Pha Phum,KC-7107,base.state_th_016
district_kc_009,Lao Khwan,KC-7108,base.state_th_016
district_kc_010,Nong Prue,KC-7109,base.state_th_016
district_kc_011,Si Sawat,KC-7110,base.state_th_016
district_kc_012,Sangkhla Buri,KC-7111,base.state_th_016
district_kc_013,Dan Makham Tia,KC-7112,base.state_th_066
district_sp_009,Mueang Suphan Buri,SP-7201,base.state_th_066
district_sp_010,Doem Bang Nang Buat,SP-7202,base.state_th_066
district_sp_011,Sam Chuk,SP-7203,base.state_th_066
district_sp_012,Si Prachan,SP-7204,base.state_th_066
district_sp_013,Bang Pla Ma,SP-7205,base.state_th_066
district_sp_014,Don Chedi,SP-7206,base.state_th_066
district_sp_015,Dan Chang,SP-7207,base.state_th_066
district_sp_016,Nong Ya Sai,SP-7208,base.state_th_027
district_np_013,Mueang Nakhon Pathom,NP-7301,base.state_th_027
district_np_014,Sam Phran,NP-7302,base.state_th_027
district_np_015,Nakhon Chai Si,NP-7303,base.state_th_027
district_np_016,Bang Len,NP-7304,base.state_th_027
district_np_017,Kamphaeng Saen,NP-7305,base.state_th_027
district_np_018,Don Tum,NP-7306,base.state_th_027
district_np_019,Phutthamonthon,NP-7307,base.state_th_058
district_sk_011,Mueang Samut Sakhon,SK-7402,base.state_th_058
district_sk_012,Krathum Baen,SK-7403,base.state_th_059
district_ss_023,Mueang Samut Songkhram,SS-7501,base.state_th_059
district_ss_024,Amphawa,SS-7502,base.state_th_059
district_ss_025,Bang Khonthi,SS-7503,base.state_th_043
district_ss_026,Mueang Phetchaburi,SS-7504,base.state_th_043
district_ss_027,Ban Laem,SS-7505,base.state_th_043
district_ss_028,Cha-am,SS-7506,base.state_th_043
district_ss_029,Tha Yang,SS-7507,base.state_th_043
district_ss_030,Khao Yoi,SS-7508,base.state_th_043
district_ss_031,Ban Lat,SS-7509,base.state_th_043
district_ss_032,Nong Ya Plong,SS-7510,base.state_th_043
district_ss_033,Kaeng Krachan,SS-7511,base.state_th_050
district_pk_001,Mueang Prachuap Khiri Khan,PK-7701,base.state_th_050
district_pk_002,Hua Hin,PK-7702,base.state_th_050
district_pk_003,Pranburi,PK-7703,base.state_th_050
district_pk_004,Sam Roi Yot,PK-7704,base.state_th_050
district_pk_005,Thap Sakae,PK-7705,base.state_th_050
district_pk_006,Bang Saphan,PK-7706,base.state_th_050
district_pk_007,Kui Buri,PK-7707,base.state_th_050
district_pk_008,Bang Saphan Noi,PK-7708,base.state_th_031
district_nt_001,Mueang Nakhon Si Thammarat,NT-8001,base.state_th_031
district_nt_002,Phraprom,NT-8002,base.state_th_031
district_nt_003,Thung Song,NT-8003,base.state_th_031
district_nt_004,Sichon,NT-8004,base.state_th_031
district_nt_005,Chulabhorn,NT-8005,base.state_th_031
district_nt_006,Ron Phibun,NT-8006,base.state_th_031
district_nt_007,Pak Phanang,NT-8007,base.state_th_031
district_nt_008,Chawang,NT-8008,base.state_th_031
district_nt_009,Tha Sala,NT-8009,base.state_th_031
district_nt_010,Nopphitam,NT-8010,base.state_th_031
district_nt_011,Hua Sai,NT-8011,base.state_th_031
district_nt_012,Chaowaet,NT-8012,base.state_th_031
district_nt_013,Chian Yai,NT-8013,base.state_th_031
district_nt_014,Khanom,NT-8014,base.state_th_031
district_nt_015,Na Bon,NT-8015,base.state_th_031
district_nt_016,Chang Klang,NT-8016,base.state_th_031
district_nt_017,Lan Saka,NT-8017,base.state_th_018
district_nt_018,Khao Phanom,NT-8018,base.state_th_031
district_nt_019,Thung Yai,NT-8019,base.state_th_031
district_nt_020,Tham Phannara,NT-8020,base.state_th_031
district_nt_021,Phipun,NT-8021,base.state_th_031
district_nt_022,Phrom Khiri,NT-8022,base.state_th_031
district_nt_023,Bang Khan,NT-8023,base.state_th_018
district_kb_001,Mueang Krabi,KB-8101,base.state_th_018
district_kb_002,Ao Luek,KB-8102,base.state_th_018
district_kb_003,Khlong Thom,KB-8103,base.state_th_018
district_kb_004,Ko Lanta,KB-8104,base.state_th_018
district_kb_005,Nuea Khlong,KB-8105,base.state_th_018
district_kb_006,Plai Phraya,KB-8106,base.state_th_018
district_kb_007,Lam Thap,KB-8107,base.state_th_039
district_pg_001,Mueang Phang Nga,PG-8201,base.state_th_039
district_pg_002,Takua Pa,PG-8202,base.state_th_039
district_pg_003,Thai Mueang,PG-8203,base.state_th_039
district_pg_004,Takua Thung,PG-8204,base.state_th_039
district_pg_005,Kapong,PG-8205,base.state_th_039
district_pg_006,Ko Yao,PG-8206,base.state_th_039
district_pg_007,Kapong,PG-8207,base.state_th_039
district_pg_008,Thap Put,PG-8208,base.state_th_048
district_pk_009,Mueang Phuket,PK-8301,base.state_th_048
district_pk_010,Thalang,PK-8302,base.state_th_048
district_pk_011,Kathu,PK-8303,base.state_th_067
district_st_010,Mueang Surat Thani,ST-8401,base.state_th_067
district_st_011,Chaiya,ST-8402,base.state_th_067
district_st_012,Ban Na San,ST-8403,base.state_th_067
district_st_013,Phunphin,ST-8404,base.state_th_067
district_st_014,Ko Samui,ST-8405,base.state_th_067
district_st_015,Tha Chang,ST-8406,base.state_th_067
district_st_016,Kanchanadit,ST-8407,base.state_th_067
district_st_017,Don Sak,ST-8408,base.state_th_067
district_st_018,Tha Chana,ST-8409,base.state_th_067
district_st_019,Khiri Rat Nikhom,ST-8410,base.state_th_067
district_st_020,Wiang Sa,ST-8411,base.state_th_067
district_st_021,Phra Saeng,ST-8412,base.state_th_067
district_st_022,Khian Sa,ST-8413,base.state_th_067
district_st_023,Ban Ta Khun,ST-8414,base.state_th_067
district_st_024,Ban Na Doem,ST-8415,base.state_th_067
district_st_025,Phanom,ST-8416,base.state_th_067
district_st_026,Ko Pha-ngan,ST-8417,base.state_th_067
district_st_027,Chai Buri,ST-8418,base.state_th_067
district_st_028,Vibhavadi,ST-8419,base.state_th_051
district_rn_001,Mueang Ranong,RN-8501,base.state_th_051
district_rn_002,Kra Buri,RN-8502,base.state_th_051
district_rn_003,Kapoe,RN-8503,base.state_th_051
district_rn_004,Suk Samran,RN-8504,base.state_th_051
district_rn_005,La-un,RN-8505,base.state_th_013
district_cp_017,Mueang Chumphon,CP-8601,base.state_th_013
district_cp_018,Lang Suan,CP-8602,base.state_th_013
district_cp_019,Sawi,CP-8603,base.state_th_013
district_cp_020,Tha Sae,CP-8604,base.state_th_013
district_cp_021,Pathio,CP-8605,base.state_th_013
district_cp_022,Lamae,CP-8606,base.state_th_013
district_cp_023,Phato,CP-8607,base.state_th_013
district_cp_024,Thung Tako,CP-8608,base.state_th_064
district_sk_013,Mueang Songkhla,SK-9001,base.state_th_064
district_sk_014,Hat Yai,SK-9002,base.state_th_064
district_sk_015,Bang Klam,SK-9003,base.state_th_064
district_sk_016,Khlong Hoi Khong,SK-9004,base.state_th_064
district_sk_017,Sadao,SK-9005,base.state_th_064
district_sk_018,Jana,SK-9006,base.state_th_064
district_sk_019,Ranot,SK-9007,base.state_th_064
district_sk_020,Thepha,SK-9008,base.state_th_064
district_sk_021,Na Thawi,SK-9009,base.state_th_064
district_sk_022,Rattaphum,SK-9010,base.state_th_064
district_sk_023,Sathing Phra,SK-9011,base.state_th_064
district_sk_024,Saba Yoi,SK-9012,base.state_th_064
district_sk_025,Kuan Niang,SK-9013,base.state_th_064
district_sk_026,Krasae Sin,SK-9014,base.state_th_064
district_sk_027,Singhanakhon,SK-9015,base.state_th_064
district_sk_028,Na Mom,SK-9016,base.state_th_061
district_st_029,Mueang Satun,ST-9101,base.state_th_061
district_st_030,La-ngu,ST-9102,base.state_th_061
district_st_031,Thung Wa,ST-9103,base.state_th_061
district_st_032,Kuan Kalong,ST-9104,base.state_th_061
district_st_033,Manang,ST-9105,base.state_th_061
district_st_034,Tha Phae,ST-9106,base.state_th_061
district_st_035,Kuan Don,ST-9107,base.state_th_070
district_tr_008,Mueang Trang,TR-9201,base.state_th_070
district_tr_009,Wang Wiset,TR-9202,base.state_th_070
district_tr_010,Sikao,TR-9203,base.state_th_070
district_tr_011,Kantang,TR-9204,base.state_th_070
district_tr_012,Hat Samran,TR-9205,base.state_th_070
district_tr_013,Palian,TR-9206,base.state_th_070
district_tr_014,Huai Yot,TR-9207,base.state_th_070
district_tr_015,Ratsada,TR-9208,base.state_th_070
district_tr_016,Yan Ta Khao,TR-9209,base.state_th_070
district_tr_017,Na Yong,TR-9210,base.state_th_040
district_pl_010,Mueang Phatthalung,PL-9301,base.state_th_040
district_pl_011,Kong Ra,PL-9302,base.state_th_040
district_pl_012,Si Nakharin,PL-9303,base.state_th_040
district_pl_013,Kuan Khanun,PL-9304,base.state_th_040
district_pl_014,Pak Phayun,PL-9305,base.state_th_040
district_pl_015,Khao Chaison,PL-9306,base.state_th_040
district_pl_016,Bang Kaeo,PL-9307,base.state_th_040
district_pl_017,Tamot,PL-9308,base.state_th_040
district_pl_018,Pa Bon,PL-9309,base.state_th_040
district_pl_019,Si Ban Phot,PL-9310,base.state_th_040
district_pl_020,Pa Phayom,PL-9311,base.state_th_038
district_pl_021,Mueang Pattani,PT-9401,base.state_th_038
district_pl_022,Sai Buri,PT-9402,base.state_th_038
district_pl_023,Khok Pho,PT-9403,base.state_th_038
district_pl_024,Panare,PT-9404,base.state_th_038
district_pl_025,Thung Yang Daeng,PT-9405,base.state_th_038
district_pl_026,Mayo,PT-9406,base.state_th_038
district_pl_027,Yarang,PT-9407,base.state_th_038
district_pl_028,Yarang,PT-9408,base.state_th_038
district_pl_029,Nong Chik,PT-9409,base.state_th_038
district_pl_030,Mae Lan,PT-9410,base.state_th_038
district_pl_031,Mai Kaen,PT-9411,base.state_th_038
district_pl_032,Kapho,PT-9412,base.state_th_076
district_yl_001,Mueang Yala,YL-9501,base.state_th_076
district_yl_002,Krong Pinang,YL-9502,base.state_th_076
district_yl_003,Betong,YL-9503,base.state_th_076
district_yl_004,Yaha,YL-9504,base.state_th_076
district_yl_005,Kabang,YL-9505,base.state_th_076
district_yl_006,Bannang Sata,YL-9506,base.state_th_076
district_yl_007,Thanto,YL-9507,base.state_th_076
district_yl_008,Raman,YL-9508,base.state_th_033
district_nw_001,Mueang Narathiwat,NW-9601,base.state_th_033
district_nw_002,Tak Bai,NW-9602,base.state_th_033
district_nw_003,Su-ngai Kolok,NW-9603,base.state_th_033
district_nw_004,Cho-airong,NW-9604,base.state_th_033
district_nw_005,Ra-ngae,NW-9605,base.state_th_033
district_nw_006,Su-ngai Padi,NW-9606,base.state_th_033
district_nw_007,Rueso,NW-9607,base.state_th_033
district_nw_008,Waeng,NW-9608,base.state_th_033
district_nw_009,Bacho,NW-9609,base.state_th_033
district_nw_010,Yi-ngo,NW-9610,base.state_th_033
district_nw_011,Sukhirin,NW-9611,base.state_th_033
district_nw_012,Si Sakhon,NW-9612,base.state_th_033
district_nw_013,Chanae,NW-9613,base.state_th_033
